channel_1,channel_2,channel_3
-27.10487,-16.026321,-24.237488
-27.699081,-16.350998,-24.849457
-26.889238,-15.80668,-23.946268
-26.9851,-15.528177,-23.873756
-24.699787,-16.112593,-22.412943
-26.732536,-15.872938,-23.83581
-27.595757,-16.602083,-24.83771
-27.726364,-16.855867,-24.960432
-25.16726,-16.039953,-22.862535
-26.924526,-16.38334,-24.389841
-25.414623,-15.6411085,-23.088747
-27.060217,-16.676552,-24.428532
-26.889254,-15.738063,-24.091835
-25.846766,-16.35754,-23.664003
-27.215946,-16.527365,-24.516258
-26.387598,-15.881886,-23.5621
-25.85936,-15.62238,-23.278337
-24.286207,-15.832084,-22.349098
-26.442278,-16.097166,-24.015907
-26.414421,-16.178074,-23.909353
-25.505224,-15.547318,-23.035759
-24.433075,-16.607706,-22.774729
-25.8483,-16.020039,-23.337257
-26.083542,-15.877795,-23.59435
-26.93464,-16.194393,-24.349743
-27.596647,-16.486769,-25.004593
-26.741947,-15.946288,-24.088915
-26.867237,-15.747914,-24.047722
-24.597588,-16.181238,-22.683607
-26.526659,-16.046202,-23.9082
-27.520393,-16.798183,-25.032907
-27.48308,-16.995913,-25.053652
-24.886284,-16.279882,-23.009073
-26.77614,-16.59586,-24.356373
-25.205994,-15.87771,-23.136982
-26.864681,-16.8792,-24.49979
-26.721031,-15.969683,-24.208763
-25.67607,-16.522764,-23.762836
-26.996605,-16.721899,-24.62533
-26.507008,-16.021578,-23.705126
-26.045916,-15.851461,-23.441122
-24.566452,-16.114445,-22.559185
-26.628942,-16.27645,-24.072544
-26.584675,-16.21896,-24.03277
-25.651497,-15.623351,-23.145363
-24.595371,-16.791615,-22.992472
-25.88685,-16.292915,-23.402113
-26.132332,-16.077305,-23.625303
-27.078482,-16.358498,-24.48626
-27.762148,-16.616562,-25.119078
-26.833118,-16.06059,-24.1655
-27.037287,-15.982101,-24.207737
-24.971863,-16.350628,-22.964554
-26.641785,-16.210432,-24.027538
-27.690155,-16.995646,-25.189756
-27.46234,-17.158682,-25.092121
-25.01087,-16.458261,-23.126966
-26.801424,-16.79558,-24.472868
-25.300903,-16.074392,-23.14112
-27.015451,-17.056356,-24.60438
-26.776026,-16.273525,-24.265728
-25.837189,-16.65174,-23.810104
-27.063423,-16.925611,-24.75465
-26.601206,-16.152367,-23.810425
-26.20224,-16.11697,-23.564943
-24.817926,-16.394688,-22.717535
-26.79419,-16.40944,-24.06766
-26.716139,-16.299427,-24.146376
-25.759563,-15.803257,-23.11502
-24.840332,-17.01533,-23.179148
-25.880041,-16.50655,-23.5448
-26.090967,-16.252848,-23.719284
-27.180916,-16.448196,-24.58127
-27.817688,-16.793125,-25.20128
-26.882427,-16.230341,-24.233194
-27.143475,-16.24208,-24.355139
-25.255093,-16.578064,-23.15642
-26.791496,-16.300428,-24.177929
-27.845488,-17.175835,-25.338017
-27.471674,-17.27011,-25.133135
-25.110731,-16.621826,-23.222097
-26.897562,-16.99824,-24.610939
-25.36551,-16.26546,-23.14547
-27.130013,-17.186543,-24.796837
-26.687498,-16.521343,-24.338774
-25.916693,-16.806696,-23.864513
-27.161877,-17.152842,-24.82897
-26.681908,-16.10916,-23.776236
-26.38555,-16.068365,-23.566095
-25.022934,-16.368694,-22.654755
-26.908401,-16.254913,-23.969706
-26.813362,-16.208752,-24.144054
-25.752249,-15.771185,-23.017054
-25.112408,-16.9476,-23.051233
-26.000612,-16.532461,-23.526865
-26.129173,-16.245453,-23.756561
-27.270475,-16.388731,-24.450602
-27.918344,-16.766752,-25.156197
-26.894032,-16.297646,-24.062515
-27.155523,-16.320616,-24.277782
-25.409311,-16.52345,-23.131027
-26.944494,-16.230854,-24.161972
-27.913809,-17.154766,-25.316828
-27.468395,-17.300274,-25.043055
-25.22654,-16.581131,-23.049294
-27.01433,-17.025558,-24.62951
-25.388346,-16.21254,-23.052488
-27.293514,-17.17464,-24.80046
-26.673365,-16.578413,-24.281775
-26.035084,-16.726177,-23.721783
-27.216354,-17.216228,-24.704235
-26.397465,-16.084894,-23.78729
-26.190796,-16.069603,-23.534386
-24.673384,-16.284224,-22.667192
-26.607132,-16.09831,-23.901623
-26.539013,-16.24992,-24.127794
-25.420195,-15.758603,-22.914145
-24.77042,-16.916319,-22.84074
-25.814022,-16.492502,-23.532845
-26.022715,-16.293344,-23.667227
-26.937115,-16.408041,-24.305796
-27.705107,-16.804781,-25.041634
-26.54866,-16.344894,-23.998196
-26.798458,-16.270647,-24.210522
-25.004969,-16.519424,-23.049456
-26.739096,-16.139196,-24.094868
-27.655533,-17.204374,-25.199945
-27.249998,-17.337593,-24.975918
-24.83812,-16.647419,-22.896933
-26.82322,-17.017454,-24.638765
-25.10203,-16.205078,-22.906475
-27.087273,-17.183352,-24.831665
-26.394693,-16.645012,-24.226433
-25.726679,-16.636194,-23.66609
-26.945044,-17.201431,-24.693817
-26.166378,-16.09802,-23.847776
-25.905579,-16.062258,-23.46299
-24.367954,-16.20028,-22.641863
-26.284182,-16.01978,-23.823114
-26.291056,-16.31927,-24.014183
-25.154913,-15.738367,-22.899416
-24.332218,-16.83731,-22.66695
-25.683588,-16.413334,-23.57522
-25.837496,-16.357069,-23.56492
-26.623201,-16.428255,-24.189354
-27.433388,-16.85212,-24.885376
-26.324604,-16.359417,-23.926352
-26.516443,-16.330294,-24.075178
-24.569147,-16.484816,-22.999514
-26.389988,-16.113937,-24.078865
-27.257393,-17.304792,-25.05666
-27.040127,-17.404655,-24.913866
-24.49552,-16.666483,-22.83391
-26.617687,-17.082766,-24.504347
-24.80173,-16.215424,-22.810392
-26.913822,-17.259068,-24.76652
-26.215374,-16.718693,-24.111128
-25.493141,-16.650812,-23.566484
-26.733297,-17.175335,-24.677135
-26.002975,-16.101387,-23.851208
-25.580906,-16.065926,-23.314177
-24.081694,-16.159885,-22.523565
-26.030825,-15.951296,-23.796976
-26.005913,-16.389835,-23.88186
-24.999702,-15.746299,-22.862192
-23.864208,-16.757406,-22.54523
-25.478468,-16.340446,-23.589872
-25.672768,-16.376541,-23.4634
-26.35411,-16.431816,-24.16109
-27.093542,-16.887974,-24.760399
-26.072468,-16.323257,-23.97453
-26.1582,-16.385191,-23.967844
-24.234552,-16.520744,-22.9654
-26.10387,-16.16766,-24.038229
-26.881697,-17.378057,-24.936323
-26.93825,-17.377726,-24.897041
-24.193336,-16.609684,-22.774433
-26.257433,-17.163593,-24.389742
-24.553547,-16.214123,-22.769533
-26.62296,-17.287113,-24.719328
-26.010777,-16.712578,-23.953447
-25.168327,-16.636908,-23.536222
-26.521545,-17.178991,-24.653492
-25.83048,-16.06143,-23.812517
-25.171862,-16.05269,-23.220055
-23.725521,-16.146036,-22.388996
-25.864761,-16.0134,-23.789953
-25.744223,-16.417517,-23.789694
-24.865295,-15.706426,-22.906559
-23.446247,-16.606657,-22.562557
-25.191517,-16.251211,-23.524519
-25.465717,-16.36329,-23.408508
-26.207558,-16.485525,-24.143888
-26.790339,-16.929558,-24.732927
-25.97704,-16.3011,-23.94067
-25.805178,-16.452303,-23.885408
-23.955795,-16.507978,-22.92779
-25.793234,-16.25334,-23.981709
-26.505384,-17.413204,-24.855719
-26.735744,-17.205542,-24.921076
-23.936537,-16.538586,-22.770397
-26.010447,-17.287548,-24.202574
-24.35957,-16.24385,-22.740705
-26.284899,-17.363243,-24.621147
-25.708906,-16.738367,-23.76252
-24.968662,-16.67242,-23.511806
-26.323345,-17.178932,-24.492668
-25.790257,-16.039888,-23.677734
-25.106356,-16.058079,-23.161781
-23.67183,-16.183523,-22.275509
-25.977215,-16.088263,-23.802378
-25.743717,-16.397848,-23.750818
-24.938921,-15.595398,-22.96055
-23.596012,-16.495207,-22.584358
-25.031277,-16.224567,-23.37659
-25.433388,-16.271065,-23.336815
-26.247274,-16.502043,-24.081247
-26.748394,-16.866251,-24.739681
-25.96824,-16.276144,-23.923035
-25.715706,-16.46579,-23.846418
-23.96848,-16.46971,-22.841381
-25.795813,-16.379734,-23.855719
-26.422108,-17.461607,-24.768526
-26.770744,-17.06994,-24.965637
-24.020922,-16.482367,-22.704363
-25.868908,-17.325308,-24.087248
-24.393448,-16.286081,-22.686554
-26.119219,-17.397814,-24.524092
-25.581047,-16.695839,-23.597477
-25.02814,-16.674337,-23.444613
-26.202337,-17.134369,-24.455261
-25.678013,-16.005415,-23.590443
-25.07573,-16.139082,-23.146776
-23.58829,-16.207266,-22.187454
-26.02658,-16.189125,-23.777206
-25.804771,-16.345922,-23.711918
-25.017687,-15.597153,-22.914606
-23.788095,-16.453596,-22.56155
-24.88747,-16.265705,-23.216776
-25.344954,-16.174797,-23.293255
-26.230677,-16.482124,-24.04695
-26.781237,-16.91773,-24.681433
-25.934813,-16.270597,-23.811651
-25.687794,-16.42477,-23.795479
-23.94818,-16.431284,-22.67434
-25.764643,-16.460346,-23.748302
-26.422491,-17.451517,-24.65617
-26.74852,-16.980127,-24.96145
-24.075365,-16.442837,-22.695267
-25.810091,-17.262354,-24.05489
-24.428087,-16.29433,-22.604378
-25.954002,-17.36379,-24.477924
-25.481577,-16.667286,-23.503431
-25.05645,-16.719088,-23.34979
-26.184818,-17.093605,-24.418388
-25.588423,-16.092924,-23.415464
-25.057352,-16.342518,-23.021513
-23.473795,-16.348473,-22.03128
-26.091736,-16.283407,-23.671791
-25.864447,-16.361742,-23.585646
-25.022097,-15.661527,-22.73412
-23.884674,-16.61821,-22.426384
-24.771873,-16.41765,-23.089628
-25.267607,-16.238056,-23.210543
-26.237766,-16.514324,-23.959167
-26.780367,-17.022491,-24.55086
-25.854666,-16.341326,-23.730055
-25.64309,-16.454449,-23.718119
-23.833555,-16.502392,-22.4062
-25.727177,-16.551826,-23.674366
-26.375792,-17.497913,-24.55705
-26.71522,-17.104883,-24.848091
-24.152725,-16.518646,-22.56484
-25.800694,-17.241398,-23.996908
-24.44025,-16.316849,-22.555618
-25.900524,-17.408598,-24.369684
-25.493982,-16.710178,-23.448782
-25.07119,-16.839512,-23.167784
-26.144384,-17.219044,-24.354286
-25.473928,-16.146883,-23.300589
-24.858856,-16.438833,-22.901163
-23.235804,-16.438932,-21.85325
-25.944443,-16.300755,-23.546873
-25.727045,-16.393682,-23.430424
-24.796478,-15.823023,-22.52509
-23.753132,-16.751493,-22.266396
-24.601934,-16.57585,-22.987068
-25.143803,-16.389416,-23.083212
-26.12036,-16.587732,-23.895588
-26.708984,-17.12355,-24.430662
-25.700644,-16.423786,-23.59686
-25.525866,-16.54017,-23.655525
-23.531017,-16.633505,-22.11277
-25.602684,-16.543076,-23.595942
-26.312716,-17.504993,-24.45489
-26.536505,-17.260546,-24.63437
-23.93348,-16.643856,-22.40133
-25.661808,-17.22125,-23.973461
-24.339848,-16.352425,-22.471249
-25.767384,-17.448782,-24.233519
-25.45175,-16.804834,-23.453161
-24.926386,-16.879032,-23.047247
-25.96617,-17.35603,-24.202158
-25.359959,-16.246452,-23.121994
-24.640892,-16.476046,-22.811909
-23.097103,-16.5121,-21.706757
-25.810314,-16.352228,-23.429451
-25.528866,-16.525331,-23.244162
-24.528006,-15.946364,-22.374395
-23.536957,-16.87851,-22.04705
-24.533867,-16.61627,-22.90488
-24.999798,-16.552086,-22.982918
-26.01117,-16.657763,-23.775341
-26.587729,-17.170317,-24.349474
-25.52319,-16.487572,-23.492058
-25.4491,-16.626461,-23.590137
-23.300632,-16.760595,-21.888638
-25.468666,-16.552917,-23.47199
-26.156618,-17.48429,-24.400036
-26.312597,-17.481674,-24.449501
-23.66854,-16.659191,-22.257118
-25.603985,-17.291136,-23.835213
-24.18212,-16.390215,-22.394135
-25.680445,-17.534128,-24.057796
-25.397163,-16.909391,-23.467577
-24.821486,-16.896425,-22.90368
-25.742474,-17.451523,-24.081715
-25.165903,-16.371355,-23.02311
-24.49255,-16.43219,-22.78794
-22.988445,-16.597713,-21.582758
-25.605959,-16.434364,-23.321009
-25.321922,-16.660074,-23.133406
-24.3412,-16.055914,-22.299843
-23.227472,-16.976715,-21.834547
-24.479626,-16.664673,-22.740412
-24.900871,-16.68758,-22.899076
-25.903122,-16.755997,-23.656172
-26.452007,-17.179562,-24.307182
-25.450315,-16.55684,-23.387579
-25.307695,-16.645235,-23.518381
-23.171291,-16.825253,-21.765984
-25.318659,-16.561457,-23.303425
-26.11747,-17.472185,-24.305843
-26.12445,-17.581688,-24.286077
-23.492468,-16.738832,-22.07559
-25.378397,-17.389534,-23.752163
-24.012768,-16.448866,-22.2868
-25.499882,-17.551243,-23.900154
-25.289722,-16.995459,-23.441278
-24.632956,-16.932137,-22.786991
-25.531445,-17.533684,-23.952147
-25.045816,-16.48011,-22.911905
-24.407545,-16.464071,-22.696102
-22.913366,-16.670334,-21.478775
-25.460686,-16.542675,-23.194916
-25.194397,-16.790981,-23.06105
-24.221333,-16.091345,-22.222149
-22.965103,-17.055645,-21.677958
-24.356081,-16.671116,-22.600414
-24.813915,-16.765034,-22.80984
-25.754349,-16.820213,-23.56171
-26.330053,-17.169493,-24.25031
-25.376108,-16.612452,-23.33412
-25.151112,-16.6417,-23.449787
-23.147636,-16.85602,-21.696737
-25.15108,-16.659594,-23.173182
-26.028404,-17.49743,-24.228083
-25.945513,-17.684202,-24.185999
-23.31147,-16.833246,-21.92778
-25.253597,-17.55688,-23.59471
-23.841558,-16.50579,-22.155693
-25.344769,-17.588905,-23.757017
-25.15891,-17.079546,-23.37197
-24.471128,-16.996859,-22.66255
-25.37328,-17.602684,-23.866772
-25.012299,-16.618156,-22.826302
-24.473251,-16.516918,-22.583918
-22.965908,-16.69243,-21.337275
-25.371264,-16.58709,-23.066349
-25.176617,-16.920784,-23.02157
-24.232826,-16.153107,-22.141209
-22.93194,-17.133799,-21.57872
-24.303495,-16.825804,-22.420933
-24.746328,-16.822233,-22.711636
-25.681908,-16.88239,-23.50532
-26.284267,-17.223011,-24.195496
-25.327137,-16.696571,-23.242754
-25.084042,-16.688904,-23.33687
-23.306358,-16.915321,-21.61209
-25.085316,-16.812626,-23.05656
-25.989458,-17.617708,-24.134863
-25.935642,-17.693058,-24.058264
-23.317562,-16.973639,-21.803501
-25.1274,-17.64432,-23.504074
-23.694183,-16.629171,-22.016142
-25.275105,-17.610197,-23.648733
-25.06296,-17.190538,-23.264055
-24.413826,-17.135395,-22.548927
-25.367264,-17.645737,-23.7423
-24.974323,-16.706507,-22.733349
-24.462225,-16.533247,-22.4461
-22.925184,-16.67436,-21.203074
-25.254116,-16.735397,-22.923828
-25.166044,-17.017702,-22.975765
-24.295383,-16.304358,-21.977186
-23.000563,-17.199263,-21.436733
-24.196619,-16.958708,-22.288605
-24.644632,-16.813753,-22.64915
-25.526157,-16.945856,-23.45906
-26.23392,-17.294779,-24.112263
-25.262913,-16.82431,-23.145098
-25.07352,-16.780186,-23.219347
-23.341255,-17.018728,-21.490501
-25.00493,-16.932358,-22.985922
-25.884384,-17.754416,-24.072498
-25.950607,-17.766901,-23.942602
-23.326307,-17.089281,-21.681398
-25.05545,-17.663944,-23.420807
-23.586798,-16.78373,-21.876842
-25.259188,-17.661903,-23.576704
-24.911236,-17.28721,-23.170221
-24.357195,-17.27411,-22.43753
-25.42708,-17.726004,-23.587366
-24.984386,-16.96118,-22.708775
-24.360952,-16.64593,-22.462633
-22.85011,-16.831017,-21.177814
-25.151436,-16.897236,-22.930084
-25.17474,-17.12383,-23.03341
-24.209126,-16.483986,-21.94472
-23.03192,-17.415024,-21.370598
-24.129822,-17.10517,-22.211494
-24.602297,-16.850817,-22.660034
-25.490044,-17.145874,-23.4113
-26.118116,-17.523333,-24.088146
-25.151926,-16.998995,-23.018896
-24.982948,-16.97962,-23.128078
-23.314365,-17.24164,-21.504425
-24.999453,-17.053652,-22.981098
-25.745108,-17.959143,-24.055035
-25.982754,-17.876495,-23.852747
-23.281586,-17.26897,-21.595701
-25.054152,-17.707653,-23.415363
-23.511234,-16.917873,-21.83555
-25.293455,-17.852545,-23.529236
-24.806087,-17.396255,-23.130697
-24.261154,-17.513775,-22.39694
-25.40035,-17.802021,-23.485695
-25.074535,-17.075073,-22.711248
-24.417568,-16.772125,-22.442621
-22.973999,-17.03847,-21.203726
-25.345282,-17.099722,-22.960524
-25.332584,-17.201122,-23.036713
-24.262737,-16.65405,-21.89862
-23.249037,-17.634256,-21.264645
-24.194101,-17.248856,-22.185822
-24.696981,-16.968184,-22.599018
-25.60454,-17.300983,-23.335829
-26.150908,-17.709595,-24.020262
-25.152905,-17.147877,-22.944817
-25.003845,-17.183056,-23.080677
-23.419077,-17.52663,-21.489553
-25.111057,-17.188614,-22.992895
-25.838392,-18.140692,-23.986103
-26.028362,-18.059175,-23.76058
-23.42899,-17.393099,-21.489754
-25.152159,-17.773506,-23.411804
-23.681608,-17.061989,-21.762815
-25.398607,-18.042152,-23.50155
-24.88508,-17.403784,-23.083601
-24.368317,-17.642391,-22.414583
-25.438198,-17.903856,-23.474691
-25.20342,-17.157358,-22.731636
-24.472424,-16.993399,-22.37391
-23.164766,-17.266518,-21.205296
-25.52685,-17.229681,-22.959755
-25.362211,-17.339823,-22.98001
-24.25575,-16.749403,-21.887938
-23.416187,-17.8509,-21.21923
-24.32491,-17.366879,-22.204857
-24.687325,-17.12597,-22.494156
-25.64297,-17.479422,-23.2709
-26.131584,-17.88358,-23.91892
-25.14656,-17.305267,-22.896477
-25.10515,-17.359632,-22.963472
-23.462158,-17.755194,-21.485224
-25.267746,-17.304123,-23.003378
-25.891869,-18.341892,-23.86632
-26.0356,-18.223837,-23.654007
-23.46683,-17.538927,-21.437326
-25.316244,-17.932215,-23.325867
-23.78099,-17.138964,-21.70993
-25.48025,-18.2631,-23.420414
-24.951448,-17.41487,-22.987192
-24.532944,-17.771246,-22.381878
-25.493658,-18.005087,-23.452774
-25.250574,-17.215157,-22.742197
-24.563324,-17.236046,-22.271275
-23.338337,-17.569813,-21.139866
-25.621302,-17.32245,-22.970108
-25.325184,-17.468018,-22.901188
-24.317251,-16.797829,-21.854868
-23.569496,-18.082447,-21.195654
-24.55082,-17.571392,-22.223345
-24.69639,-17.31354,-22.409302
-25.67565,-17.57644,-23.24807
-26.166471,-17.99475,-23.850775
-25.212858,-17.423084,-22.893513
-25.111229,-17.502182,-22.855652
-23.58501,-17.927725,-21.453136
-25.354136,-17.48247,-22.969494
-25.95015,-18.533073,-23.765621
-25.980185,-18.36201,-23.633696
-23.58533,-17.722258,-21.404957
-25.329027,-18.10831,-23.203234
-23.881817,-17.249878,-21.660854
-25.462816,-18.46304,-23.37262
-25.018887,-17.533497,-22.898308
-24.619099,-17.825205,-22.387869
-25.583212,-18.179565,-23.38851
-25.320633,-16.99119,-22.806036
-24.679834,-17.094734,-22.280418
-23.471869,-17.259827,-21.171925
-25.718758,-16.972872,-23.030863
-25.312653,-17.227016,-22.919176
-24.382027,-16.572018,-21.93984
-23.731112,-17.649261,-21.349718
-24.700693,-17.426287,-22.297838
-24.749653,-17.167093,-22.438187
-25.70882,-17.367336,-23.247374
-26.22738,-17.793608,-23.861237
-25.31913,-17.235487,-22.906963
-25.17389,-17.331472,-22.794846
-23.71382,-17.591354,-21.537987
-25.342113,-17.291065,-22.956875
-26.036306,-18.339851,-23.747627
-26.057716,-18.166914,-23.7663
-23.727962,-17.469427,-21.47987
-25.35594,-18.066666,-23.089546
-23.98226,-16.983624,-21.681822
-25.548464,-18.311312,-23.352327
-25.12254,-17.416018,-22.81859
-24.745596,-17.518421,-22.44473
-25.66,-18.091888,-23.347229
-25.147408,-16.814463,-22.826603
-24.430717,-16.931149,-22.281036
-23.197838,-16.946905,-21.201466
-25.371893,-16.707056,-23.069525
-25.062426,-17.002834,-22.957275
-24.259007,-16.375605,-22.064537
-23.517979,-17.251274,-21.473843
-24.591307,-17.268219,-22.32212
-24.5958,-17.048378,-22.488632
-25.479649,-17.071184,-23.266846
-26.083504,-17.606342,-23.908405
-25.208344,-17.060724,-22.956593
-24.98685,-17.206526,-22.778055
-23.536732,-17.200659,-21.621603
-25.053864,-17.080624,-22.902504
-25.866072,-18.067043,-23.721003
-26.035267,-18.046381,-23.896177
-23.539005,-17.22824,-21.530586
-25.063158,-17.915977,-23.044638
-23.756977,-16.807611,-21.66757
-25.354029,-18.227434,-23.331108
-24.892677,-17.34063,-22.768972
-24.512955,-17.300983,-22.479511
-25.458004,-17.984327,-23.383408
-24.931246,-16.707457,-22.861547
-24.19785,-16.716948,-22.261265
-22.888824,-16.684303,-21.229736
-25.0887,-16.514685,-23.065409
-24.916811,-16.810896,-23.000189
-24.180563,-16.25795,-22.097462
-23.31681,-16.873686,-21.576258
-24.334501,-17.052446,-22.317368
-24.504583,-16.916752,-22.541182
-25.310213,-16.897377,-23.290415
-26.014635,-17.409885,-23.882574
-25.113705,-16.900917,-22.956703
-24.778639,-17.036478,-22.785133
-23.335392,-16.909138,-21.67016
-24.712133,-16.90526,-22.870893
-25.639046,-17.812557,-23.696953
-26.001274,-17.960575,-23.978853
-23.347311,-16.947521,-21.596376
-24.860771,-17.75211,-23.070795
-23.526052,-16.682156,-21.652428
-25.223684,-18.032864,-23.359907
-24.687218,-17.20498,-22.743776
-24.30369,-17.062052,-22.474606
-25.286068,-17.851574,-23.428745
-24.753471,-16.874443,-22.760578
-23.95112,-16.877403,-22.093742
-22.65868,-16.92044,-21.098902
-24.781149,-16.821081,-22.976925
-24.777788,-17.028175,-22.918938
-23.92673,-16.487411,-22.010965
-23.033087,-17.132452,-21.465126
-24.033857,-17.140774,-22.238007
-24.460314,-17.001892,-22.479097
-25.198864,-17.172895,-23.222742
-25.805897,-17.53618,-23.7575
-24.928904,-17.132652,-22.892418
-24.62822,-17.21304,-22.715298
-23.090073,-17.124258,-21.547064
-24.474247,-17.076038,-22.783724
-25.513113,-17.948948,-23.601772
-25.947245,-18.102318,-23.915846
-23.199808,-17.240164,-21.531813
-24.761246,-17.877691,-23.034824
-23.308346,-16.927929,-21.604706
-25.153296,-18.132454,-23.303276
-24.48733,-17.377815,-22.664652
-24.063072,-17.300085,-22.354967
-25.10882,-18.052027,-23.352707
-24.801609,-17.02648,-22.698456
-24.165627,-17.06493,-21.987057
-22.962465,-17.094082,-20.98403
-24.987831,-17.118544,-22.897696
-25.025759,-17.182333,-22.83969
-24.052395,-16.680735,-21.883087
-23.25683,-17.468334,-21.37235
-24.090858,-17.225206,-22.141314
-24.596214,-17.13678,-22.364216
-25.359129,-17.41952,-23.135809
-25.86257,-17.711178,-23.644667
-24.991589,-17.25313,-22.822641
-24.771421,-17.404009,-22.625225
-23.382532,-17.331827,-21.376831
-24.66741,-17.358332,-22.723234
-25.688147,-18.19352,-23.529236
-25.996601,-18.190838,-23.835384
-23.442917,-17.457941,-21.446821
-25.011402,-18.01821,-23.002373
-23.556086,-17.183619,-21.548052
-25.317598,-18.171345,-23.238203
-24.632683,-17.524462,-22.587385
-24.183813,-17.509903,-22.277647
-25.247671,-18.175625,-23.23972
-24.909725,-17.096962,-22.606556
-24.388958,-17.268343,-21.92061
-23.217432,-17.277094,-20.878893
-25.215546,-17.374449,-22.815847
-25.15407,-17.36581,-22.715172
-24.107128,-16.80951,-21.794607
-23.467014,-17.830675,-21.250591
-24.155094,-17.360304,-22.09413
-24.606783,-17.245699,-22.264372
-25.47499,-17.611244,-23.051897
-25.90581,-17.957962,-23.581642
-25.016352,-17.41596,-22.749872
-24.93769,-17.61058,-22.550293
-23.537146,-17.507408,-21.23975
-24.953432,-17.534473,-22.655981
-25.898596,-18.398872,-23.492828
-25.92896,-18.210777,-23.723642
-23.587238,-17.628231,-21.402859
-25.279066,-18.239515,-22.911222
-23.745373,-17.393133,-21.498947
-25.408863,-18.274551,-23.13569
-24.78828,-17.71328,-22.531107
-24.386776,-17.743587,-22.207962
-25.436535,-18.31983,-23.16092
-24.975214,-17.232956,-22.497131
-24.582363,-17.554726,-21.88891
-23.451073,-17.507496,-20.762548
-25.408354,-17.542912,-22.734743
-25.170553,-17.552094,-22.60097
-24.154915,-16.9351,-21.724161
-23.760908,-18.139046,-21.130686
-24.350374,-17.513786,-22.005564
-24.577887,-17.403486,-22.1615
-25.508883,-17.727997,-22.967299
-25.995047,-18.202242,-23.530132
-25.053139,-17.463629,-22.69578
-25.049294,-17.812302,-22.528807
-23.664476,-17.634863,-21.149523
-25.144806,-17.66542,-22.577852
-25.998487,-18.605585,-23.46005
-25.801802,-18.33,-23.642427
-23.776344,-17.800234,-21.331886
-25.461647,-18.380735,-22.837318
-23.949293,-17.526169,-21.44902
-25.496542,-18.436298,-23.07156
-24.945877,-17.98403,-22.461693
-24.582428,-17.916288,-22.144777
-25.636377,-18.415237,-23.10144
-25.084038,-17.426245,-22.397202
-24.821491,-17.751005,-21.813908
-23.642956,-17.775517,-20.674946
-25.534103,-17.631594,-22.637417
-25.19694,-17.740047,-22.488754
-24.218199,-17.036613,-21.664917
-24.057228,-18.330997,-21.051971
-24.53922,-17.78543,-21.928543
-24.632029,-17.58402,-22.069424
-25.558262,-17.813412,-22.91861
-26.167896,-18.344955,-23.50899
-25.091185,-17.614326,-22.656343
-25.173542,-17.959595,-22.537565
-23.782043,-17.827192,-21.079521
-25.241894,-17.74491,-22.497425
-26.109016,-18.785404,-23.42993
-25.890438,-18.51249,-23.53868
-23.91488,-17.924538,-21.248579
-25.538109,-18.547705,-22.721622
-24.107664,-17.654072,-21.39975
-25.651926,-18.629128,-23.011381
-25.156996,-18.238459,-22.396996
-24.786308,-18.038725,-22.066755
-25.723955,-18.645065,-23.019573
